;sample_id;id_file;id_modif;label_incoherence;username;user_id;registered;format;model;id;parentid;title;minor;comment;modif;modif_remove;modif_add;timestamp;filt_bot;filt_coher;filt_confli;filt_contradic;filt_erreur;filt_erron;filt_faux;filt_frappe;filt_gramma;filt_ortho;filt_revert;filt_sens;filt_tromp;filt_typo;filt_vandalisme;filt_vraise
0;p1939692p2031436_1054921;p1939692p2031436;1054921;False;93.2.98.63;;False;text/x-wiki;wikitext;34494705;34493251.0;Sidonie Bonnec;False;;"- Elle a un frère, Corentin. Son père, Yannick, est entraineur de foot. Elle vient de Dinard en Bretagne.
?                                                                      -
+ Elle a un frère, Corentin, et son cousin Thomas habite Toulouse. Son père, Yannick, est entraineur de football.Elle vient de Dinard en Bretagne.
?                          ++++++++++++++++++++++++++++++++++++++                                           ++++
";"Elle a un frère, Corentin. Son père, Yannick, est entraineur de foot. Elle vient de Dinard en Bretagne.
";"Elle a un frère, Corentin, et son cousin Thomas habite Toulouse. Son père, Yannick, est entraineur de football.Elle vient de Dinard en Bretagne.
";2008-10-19T15:40:21Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1;p1939692p2031436_480039;p1939692p2031436;480039;False;SalomonCeb;180632.0;True;text/x-wiki;wikitext;21279729;21279454.0;White Motor;False;/* Fabrique d'automobile */;"- Leur première automobile, offerte au public en 1900, possédait une transmission par chaîne, un volant et était propulsée par un moteur à vapeur à deux cylindres monté sous le plancher du véhicule. Les automobiles White grandirent à la fois en taille et en puissance, puis la société se mit à offrir des châssis pour des bus légers et d'autres véhicules plus importants.
+ Leur première automobile, offerte au public en 1900, possédait une transmission par chaîne, un volant et était propulsée par un moteur à vapeur à deux cylindres monté sous le plancher du véhicule. Les automobiles White grandirent à la fois en taille et en puissance, puis la société se mit à offrir des châssis pour des bus légers et d'autres véhicules plus importants. En [[1909]], la White commença une production parallèle d'automobiles propulsées grâce à un [[moteur à explosion]], alimenté par de l'[[essence]], ce qui fit de la White le premier fabricant relativement important d'automobiles à vapeur et à essence. Les dernières voitures à vapeur, produites par la White le furent en [[1911]]. La compagnie s'était alors tournée vers la production de véhicules lourds.
";"Leur première automobile, offerte au public en 1900, possédait une transmission par chaîne, un volant et était propulsée par un moteur à vapeur à deux cylindres monté sous le plancher du véhicule. Les automobiles White grandirent à la fois en taille et en puissance, puis la société se mit à offrir des châssis pour des bus légers et d'autres véhicules plus importants.
";"Leur première automobile, offerte au public en 1900, possédait une transmission par chaîne, un volant et était propulsée par un moteur à vapeur à deux cylindres monté sous le plancher du véhicule. Les automobiles White grandirent à la fois en taille et en puissance, puis la société se mit à offrir des châssis pour des bus légers et d'autres véhicules plus importants. En [[1909]], la White commença une production parallèle d'automobiles propulsées grâce à un [[moteur à explosion]], alimenté par de l'[[essence]], ce qui fit de la White le premier fabricant relativement important d'automobiles à vapeur et à essence. Les dernières voitures à vapeur, produites par la White le furent en [[1911]]. La compagnie s'était alors tournée vers la production de véhicules lourds.
";2007-09-30T21:45:04Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
2;p1939692p2031436_1270848;p1939692p2031436;1270848;False;GLec;288712.0;True;text/x-wiki;wikitext;25016008;25015490.0;Câble catégorie 6;False;Lien interne;"- Le '''câble catégorie 6''' de classe E est une évolution en terme de gradation des performances du câblage pour les liaisons de type [[Ethernet]] utilisant des conducteurs à paires torsadées non blindées. Il est rétro-compatible avec les câbles catégories 5 UTP et 5e FTP de classe D et permet de transmettre des données à des fréquences jusqu'à 250 MHz et à des débits ne dépassant pas 1 Gbps.
?                               ^^^^^^^
+ Le '''câble catégorie 6''' de [[ISO/CEI 11801|classe E]] est une évolution en terme de gradation des performances du câblage pour les liaisons de type [[Ethernet]] utilisant des conducteurs à paires torsadées non blindées. Il est rétro-compatible avec les câbles catégories 5 UTP et 5e FTP de classe D et permet de transmettre des données à des fréquences jusqu'à 250 MHz et à des débits ne dépassant pas 1 Gbps.
?                               ^^^^^^^ ++++++++++++++++++
";"Le '''câble catégorie 6''' de classe E est une évolution en terme de gradation des performances du câblage pour les liaisons de type [[Ethernet]] utilisant des conducteurs à paires torsadées non blindées. Il est rétro-compatible avec les câbles catégories 5 UTP et 5e FTP de classe D et permet de transmettre des données à des fréquences jusqu'à 250 MHz et à des débits ne dépassant pas 1 Gbps.
";"Le '''câble catégorie 6''' de [[ISO/CEI 11801|classe E]] est une évolution en terme de gradation des performances du câblage pour les liaisons de type [[Ethernet]] utilisant des conducteurs à paires torsadées non blindées. Il est rétro-compatible avec les câbles catégories 5 UTP et 5e FTP de classe D et permet de transmettre des données à des fréquences jusqu'à 250 MHz et à des débits ne dépassant pas 1 Gbps.
";2008-01-15T10:54:05Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
3;p1939692p2031436_612874;p1939692p2031436;612874;False;Jarfe;112796.0;True;text/x-wiki;wikitext;48687464;47660881.0;Jean-Marie Ragald;False;;"- En 2005, il décide de préparer son second album solo,  ""Les larmes de mon âme"" dont la sortie en août 2005 coïncide avec  son anniversaire, le 10 août. Le premier single ""Lannuit"" est un tube dès sa sortie.
?                                                                                                      ^
+ En 2005, il décide de préparer son second album solo,  ""Les larmes de mon âme"" dont la sortie en {{date||août|2005}} coïncide avec  son anniversaire, le 10 août. Le premier single ""Lannuit"" est un tube dès sa sortie.
?                                                                                                  ++++++++    ^    ++
+ 
";"En 2005, il décide de préparer son second album solo,  ""Les larmes de mon âme"" dont la sortie en août 2005 coïncide avec  son anniversaire, le 10 août. Le premier single ""Lannuit"" est un tube dès sa sortie.
";"En 2005, il décide de préparer son second album solo,  ""Les larmes de mon âme"" dont la sortie en {{date||août|2005}} coïncide avec  son anniversaire, le 10 août. Le premier single ""Lannuit"" est un tube dès sa sortie.

";2010-01-10T21:40:25Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
4;p1939692p2031436_586468;p1939692p2031436;586468;False;Jimmyy;223314.0;True;text/x-wiki;wikitext;20922319;20922258.0;RC Drift;False;Faute;"- Le '''RC drift''' est le fait de pratiquer le [[drift]] avec une [[Modélisme automobile|voiture radio commandé]]. La voitures est équipé de pneu a faible adhérence et configuré en vue de facilité les dérapage est le contrôle de ceux-ci en remplaçant le moteur, les amortisseurs, les pneu, etc. Le drift radio-commandé demande de l'habileté et une connaissance accrue de sa voiture. Le RC drift est pratiqué en générale avec un châssis 4 roue motrices au 1/10eme. Il existe toute fois des modéles au 1/12eme et 1/24eme qui permettent de pratiquer très facilement en intérieur.
?                                                                                                                             -                                                                                                                                                                                                                                                                                                                                                                 -
+ Le '''RC drift''' est le fait de pratiquer le [[drift]] avec une [[Modélisme automobile|voiture radio commandé]]. La voiture est équipé de pneu a faible adhérence et configuré en vue de facilité les dérapages est le contrôle de ceux-ci en remplaçant le moteur, les amortisseurs, les pneus, etc. Le drift radio-commandé demande de l'habileté et une connaissance accrue de sa voiture. Le RC drift est pratiqué en générale avec un châssis 4 roues motrices au 1/10eme. Il existe toutefois des modéles au 1/12eme et 1/24eme qui permettent de pratiquer très facilement en intérieur.
?                                                                                                                                                                                                                +                                                                               +                                                                                                                                                          +
- * Est-ce qu'il des châssis spécialement conçus pour le drift ?
+ * Est-ce qu'il y  des châssis spécialement conçus pour le drift ?
?               +++
- * Combien ça coute ?
?                ^
+ * Combien ça coûte ?
?                ^
- Ce qui est réellement nécessaire pour commencer est un châssis course 4 roue motrice.
+ Ce qui est réellement nécessaire pour commencer est un châssis course 4 roues motrices.
?                                                                             +        +
- L'utilisation d'un châssis propulsion est peut fréquent, contrairement a leurs ainée a taille réel, les voiture radio-commandé propulsion ont une structure et un répartition des poids qui les rendent difficilement contrôlable dans les virages.
?                                                                        ^^^^^^^^^^^^^^^                                                   ^^^^^^^^^^^^^^^^^^^^^^^^
+ L'utilisation d'un châssis propulsion est peut fréquent, contrairement à leurs ainée taille réel, les voiture radio-commandé propulsions ont une structure et une répartition des poids qui les rendent difficilement contrôlable dans les virages.
?                                                                        ^^^^^^^^^^^^^                                                   ^^^^^^^^^^^^^^^^^^^^^^^^^^
";"Le '''RC drift''' est le fait de pratiquer le [[drift]] avec une [[Modélisme automobile|voiture radio commandé]]. La voitures est équipé de pneu a faible adhérence et configuré en vue de facilité les dérapage est le contrôle de ceux-ci en remplaçant le moteur, les amortisseurs, les pneu, etc. Le drift radio-commandé demande de l'habileté et une connaissance accrue de sa voiture. Le RC drift est pratiqué en générale avec un châssis 4 roue motrices au 1/10eme. Il existe toute fois des modéles au 1/12eme et 1/24eme qui permettent de pratiquer très facilement en intérieur.
* Est-ce qu'il des châssis spécialement conçus pour le drift ?
* Combien ça coute ?
Ce qui est réellement nécessaire pour commencer est un châssis course 4 roue motrice.
L'utilisation d'un châssis propulsion est peut fréquent, contrairement a leurs ainée a taille réel, les voiture radio-commandé propulsion ont une structure et un répartition des poids qui les rendent difficilement contrôlable dans les virages.
";"Le '''RC drift''' est le fait de pratiquer le [[drift]] avec une [[Modélisme automobile|voiture radio commandé]]. La voiture est équipé de pneu a faible adhérence et configuré en vue de facilité les dérapages est le contrôle de ceux-ci en remplaçant le moteur, les amortisseurs, les pneus, etc. Le drift radio-commandé demande de l'habileté et une connaissance accrue de sa voiture. Le RC drift est pratiqué en générale avec un châssis 4 roues motrices au 1/10eme. Il existe toutefois des modéles au 1/12eme et 1/24eme qui permettent de pratiquer très facilement en intérieur.
* Est-ce qu'il y  des châssis spécialement conçus pour le drift ?
* Combien ça coûte ?
Ce qui est réellement nécessaire pour commencer est un châssis course 4 roues motrices.
L'utilisation d'un châssis propulsion est peut fréquent, contrairement à leurs ainée taille réel, les voiture radio-commandé propulsions ont une structure et une répartition des poids qui les rendent difficilement contrôlable dans les virages.
";2007-09-20T23:27:47Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5;p1939692p2031436_981457;p1939692p2031436;981457;False;Leroypy;506008.0;True;text/x-wiki;wikitext;36489597;36489560.0;5e régiment de dragons;False;/* Campagnes */;"- La résistance:
?              ^
+ '''La résistance'''
? +++             ^^^
- L’Autriche:
+ '''L’Autriche'''
";"La résistance:
L’Autriche:
";"'''La résistance'''
'''L’Autriche'''
";2008-12-27T19:58:04Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
6;p1939692p2031436_182444;p1939692p2031436;182444;False;Bearcat;406060.0;True;text/x-wiki;wikitext;31577349;29904940.0;Paula Poundstone;False;;"- La famille de Poundstone déménagea à [[Sudbury]] dans le [[Massachusetts]] quand elle était jeune. Elle adopta son premier enfant, en 1993. En 1997, elle adopta deux filles, Toshia et Allison. Elle a été une mère adoptive pour plusieurs enfants, mais elle ne peut désormais fournir ces soins suite à son arrestation{{Référence nécessaire}}, depuis les charges ont pourtant été abandonnées. 
+ La famille de Poundstone déménagea à [[Sudbury (Massachusetts)|Sudbury]] dans le [[Massachusetts]] quand elle était jeune. Elle adopta son premier enfant, en 1993. En 1997, elle adopta deux filles, Toshia et Allison. Elle a été une mère adoptive pour plusieurs enfants, mais elle ne peut désormais fournir ces soins suite à son arrestation{{Référence nécessaire}}, depuis les charges ont pourtant été abandonnées. 
?                                        ++++++++++++++++++++++++
";"La famille de Poundstone déménagea à [[Sudbury]] dans le [[Massachusetts]] quand elle était jeune. Elle adopta son premier enfant, en 1993. En 1997, elle adopta deux filles, Toshia et Allison. Elle a été une mère adoptive pour plusieurs enfants, mais elle ne peut désormais fournir ces soins suite à son arrestation{{Référence nécessaire}}, depuis les charges ont pourtant été abandonnées. 
";"La famille de Poundstone déménagea à [[Sudbury (Massachusetts)|Sudbury]] dans le [[Massachusetts]] quand elle était jeune. Elle adopta son premier enfant, en 1993. En 1997, elle adopta deux filles, Toshia et Allison. Elle a été une mère adoptive pour plusieurs enfants, mais elle ne peut désormais fournir ces soins suite à son arrestation{{Référence nécessaire}}, depuis les charges ont pourtant été abandonnées. 
";2008-07-14T18:52:07Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
7;p1939692p2031436_257718;p1939692p2031436;257718;False;89.83.78.219;;False;text/x-wiki;wikitext;104159047;103878193.0;Sèche-cheveux;False;/* Histoire */;"- Le modèle manuel est inventé en [[1926]] par un ingeneur de [[Groupe_SEB#Calor|Calor]] : [[Léo Trouilhet]]. Il s'appelle alors la « douche électrique à air chaud et froid ». Dans les [[années 1950]] et [[années 1960|1960]], un ingénieur de [[Moulinex]], [[Jean Mantelet (industriel)|Jean Mantelet]], décide de changer la forme du sèche-cheveux en s'inspirant de celle d'une [[perceuse électrique]]. le premier sèche cheveux électrique est inventé par l'ingénieur principal des moteur Bertrand dans les années 50, ils s'adressent alors qu'aux professionnels de la coiffure.
?                                                                                                                                                                                                                                                                                                                                                                                                                ^                                                                                                                   -          --
+ Le modèle manuel est inventé en [[1926]] par un ingeneur de [[Groupe_SEB#Calor|Calor]] : [[Léo Trouilhet]]. Il s'appelle alors la « douche électrique à air chaud et froid ». Dans les [[années 1950]] et [[années 1960|1960]], un ingénieur de [[Moulinex]], [[Jean Mantelet (industriel)|Jean Mantelet]], décide de changer la forme du sèche-cheveux en s'inspirant de celle d'une [[perceuse électrique]]. Le premier sèche cheveux électrique est inventé par l'ingénieur principal des moteur Bertrand dans les années 50, il s'adresse alors qu'aux professionnels de la coiffure.
?                                                                                                                                                                                                                                                                                                                                                                                                                ^
";"Le modèle manuel est inventé en [[1926]] par un ingeneur de [[Groupe_SEB#Calor|Calor]] : [[Léo Trouilhet]]. Il s'appelle alors la « douche électrique à air chaud et froid ». Dans les [[années 1950]] et [[années 1960|1960]], un ingénieur de [[Moulinex]], [[Jean Mantelet (industriel)|Jean Mantelet]], décide de changer la forme du sèche-cheveux en s'inspirant de celle d'une [[perceuse électrique]]. le premier sèche cheveux électrique est inventé par l'ingénieur principal des moteur Bertrand dans les années 50, ils s'adressent alors qu'aux professionnels de la coiffure.
";"Le modèle manuel est inventé en [[1926]] par un ingeneur de [[Groupe_SEB#Calor|Calor]] : [[Léo Trouilhet]]. Il s'appelle alors la « douche électrique à air chaud et froid ». Dans les [[années 1950]] et [[années 1960|1960]], un ingénieur de [[Moulinex]], [[Jean Mantelet (industriel)|Jean Mantelet]], décide de changer la forme du sèche-cheveux en s'inspirant de celle d'une [[perceuse électrique]]. Le premier sèche cheveux électrique est inventé par l'ingénieur principal des moteur Bertrand dans les années 50, il s'adresse alors qu'aux professionnels de la coiffure.
";2014-05-27T14:31:12Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
8;p1939692p2031436_611319;p1939692p2031436;611319;False;Jodelet;22270.0;True;text/x-wiki;wikitext;3866261;3866250.0;Pinocchio;False;/* Pinocchio au Théâtre */;"- Il n'y avait, parmi toutes les éditions de Pinocchio disponibles en France, aucune adaptation théâtrale. Et pourtant, à bien des égards, le livre appelle une version scénique. L'adaptation proposée ci-dessous a été établie par Lee Hall qui est également le scénariste du film [[Billy Elliot]].<br/>
+ Il n'y avait, parmi toutes les éditions de ''Pinocchio'' disponibles en France, aucune adaptation théâtrale. Et pourtant, à bien des égards, le livre appelle une version scénique. L'adaptation proposée ci-dessous a été établie par Lee Hall qui est également le scénariste du film [[Billy Elliot]].<br/>
?                                            ++         ++
";"Il n'y avait, parmi toutes les éditions de Pinocchio disponibles en France, aucune adaptation théâtrale. Et pourtant, à bien des égards, le livre appelle une version scénique. L'adaptation proposée ci-dessous a été établie par Lee Hall qui est également le scénariste du film [[Billy Elliot]].<br/>
";"Il n'y avait, parmi toutes les éditions de ''Pinocchio'' disponibles en France, aucune adaptation théâtrale. Et pourtant, à bien des égards, le livre appelle une version scénique. L'adaptation proposée ci-dessous a été établie par Lee Hall qui est également le scénariste du film [[Billy Elliot]].<br/>
";2005-10-27T22:46:20Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
9;p1939692p2031436_1360433;p1939692p2031436;1360433;False;Vandenf;967547.0;True;text/x-wiki;wikitext;78494955;77194453.0;Joseph Zangiacomi;False;;"- '''Joseph Zangiacomi''', [[Baron (noblesse)|baron]], né à [[Nancy]] ([[Meurthe-et-Moselle]]) le [[19 mars]] [[1766]] et décédé à [[Paris]] le [[12 janvier]] [[1846]], était un [[magistrat]] et un [[homme politique]] [[France|français]]. 
?           ---------------        ^^^^^^^^^^
+ '''Joseph [[Baron de l'Empire|baron]], Zangiacomi''', né à [[Nancy]] ([[Meurthe-et-Moselle]]) le [[19 mars]] [[1766]] et décédé à [[Paris]] le [[12 janvier]] [[1846]], était un [[magistrat]] et un [[homme politique]] [[France|français]]. 
?                   ^^^^^^^^^^^        +++++++++++++++
+ * Pierre-Aubin Paillart, ''Éloge de M. le Baron Zangiacomi, pair de France, Président de Chambre à la Cour de Cassation'', 1854
+ 
";"'''Joseph Zangiacomi''', [[Baron (noblesse)|baron]], né à [[Nancy]] ([[Meurthe-et-Moselle]]) le [[19 mars]] [[1766]] et décédé à [[Paris]] le [[12 janvier]] [[1846]], était un [[magistrat]] et un [[homme politique]] [[France|français]]. 
";"'''Joseph [[Baron de l'Empire|baron]], Zangiacomi''', né à [[Nancy]] ([[Meurthe-et-Moselle]]) le [[19 mars]] [[1766]] et décédé à [[Paris]] le [[12 janvier]] [[1846]], était un [[magistrat]] et un [[homme politique]] [[France|français]]. 
* Pierre-Aubin Paillart, ''Éloge de M. le Baron Zangiacomi, pair de France, Président de Chambre à la Cour de Cassation'', 1854

";2012-05-08T21:04:03Z;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
