0;"p4830739p4970702_169675";wiki_formatting
1;"p4830739p4970702_1140808";content_add
2;"p4830739p4970702_695959";semant_diff
3;"p4830739p4970702_5014";wiki_formatting
4;"p4830739p4970702_1245843";content_add, semant_simil
5;"p4830739p4970702_104061";semant_simil
6;"p4830739p4970702_162647";content_remove
7;"p4830739p4970702_527312";ortho_gram_typo
8;"p4830739p4970702_1090890";ortho_gram_typo
9;"p4830739p4970702_310905";wiki_formatting
10;"p4830739p4970702_414833";ortho_gram_typo, wiki_formatting
11;"p4830739p4970702_693655";content_add
12;"p4830739p4970702_1361544";wiki_formatting
13;"p4830739p4970702_815401";content_add
14;"p4830739p4970702_1158092";semant_simil
15;"p4830739p4970702_303923";wiki_formatting
16;"p4830739p4970702_40498";semant_simil
17;"p4830739p4970702_783266";ortho_gram_typo
18;"p4830739p4970702_1196818";ortho_gram_typo
19;"p4830739p4970702_1389384";content_add
20;"p5314076p5483062_954267";content_add
21;"p5314076p5483062_284160";ortho_gram_typo
22;"p5314076p5483062_1144320";content_add
23;"p5314076p5483062_302863";ortho_gram_typo, semant_simil
24;"p5314076p5483062_1379878";wiki_formatting
25;"p5314076p5483062_430289";wiki_formatting
26;"p5314076p5483062_288886";ortho_gram_typo, wiki_formatting
27;"p5314076p5483062_360102";wiki_formatting
28;"p5314076p5483062_603465";ortho_gram_typo
29;"p5314076p5483062_211941";nbr_wr
30;"p5314076p5483062_44695";wiki_formatting
31;"p5314076p5483062_1030499";wiki_formatting, content_remove, content_add, semant_simil
32;"p5314076p5483062_625630";other
33;"p5314076p5483062_596620";ortho_gram_typo, wiki_formatting
34;"p5314076p5483062_779555";ortho_gram_typo, wiki_formatting, content_add
35;"p5314076p5483062_975135";ortho_gram_typo
36;"p5314076p5483062_174439";wiki_formatting
37;"p5314076p5483062_1237347";content_add
38;"p5314076p5483062_752998";semant_simil
39;"p5314076p5483062_1287707";vandal
40;"p5483063p5659533_755811";ortho_gram_typo, wiki_formatting, reordering
41;"p5483063p5659533_279274";wiki_formatting, semant_diff
42;"p5483063p5659533_571501";semant_simil
43;"p5483063p5659533_809299";semant_simil
44;"p5483063p5659533_1226093";content_add
45;"p5483063p5659533_483767";semant_simil
46;"p5483063p5659533_713005";wiki_formatting, content_add, semant_simil
47;"p5483063p5659533_1460723";content_add
48;"p5483063p5659533_1330147";other
49;"p5483063p5659533_486496";wiki_formatting, content_add
50;"p5483063p5659533_525230";reordering
51;"p5483063p5659533_1033014";vandal
52;"p5483063p5659533_1092394";nbr_wr
53;"p5483063p5659533_454679";content_add
54;"p5483063p5659533_83686";content_add
55;"p5483063p5659533_629711";ortho_gram_typo
56;"p5483063p5659533_1410213";ortho_gram_typo, content_add
57;"p5483063p5659533_487973";content_add
58;"p5483063p5659533_1246259";semant_diff
59;"p5483063p5659533_1108740";content_add
60;"p5659534p5847437_377818";ortho_gram_typo
61;"p5659534p5847437_239831";wiki_formatting
62;"p5659534p5847437_1112456";wiki_formatting
63;"p5659534p5847437_709162";wiki_formatting
64;"p5659534p5847437_1070200";content_add
65;"p5659534p5847437_1091848";wiki_formatting
66;"p5659534p5847437_1458367";semant_diff
67;"p5659534p5847437_930452";ortho_gram_typo, wiki_formatting
68;"p5659534p5847437_711927";semant_diff
69;"p5659534p5847437_624581";ortho_gram_typo
70;"p5659534p5847437_388031";wiki_formatting
71;"p5659534p5847437_268371";content_add
72;"p5659534p5847437_1014999";content_add, semant_diff
73;"p5659534p5847437_1137541";ortho_gram_typo
74;"p5659534p5847437_1186115";wiki_formatting
75;"p5659534p5847437_1409692";wiki_formatting, content_add
76;"p5659534p5847437_505559";wiki_formatting
77;"p5659534p5847437_1072105";ortho_gram_typo, content_add, semant_simil
78;"p5659534p5847437_664996";wiki_formatting
79;"p5659534p5847437_566221";content_add, semant_simil
80;"p5847438p6039053_1262070";wiki_formatting, content_add
81;"p5847438p6039053_18091";semant_simil
82;"p5847438p6039053_1085121";ortho_gram_typo, wiki_formatting, content_add
83;"p5847438p6039053_472387";vandal
84;"p5847438p6039053_1470619";ortho_gram_typo, content_add
85;"p5847438p6039053_1112637";wiki_formatting
86;"p5847438p6039053_1359106";wiki_formatting
87;"p5847438p6039053_133136";semant_simil
88;"p5847438p6039053_1326386";semant_diff
89;"p5847438p6039053_1206551";ortho_gram_typo, semant_simil
90;"p5847438p6039053_977903";wiki_formatting
91;"p5847438p6039053_149473";ortho_gram_typo, content_add
92;"p5847438p6039053_755022";wiki_formatting, reordering
93;"p5847438p6039053_972379";wiki_formatting, content_add, semant_simil
94;"p5847438p6039053_1357657";ortho_gram_typo, semant_simil
95;"p5847438p6039053_243181";wiki_formatting, content_add
96;"p5847438p6039053_1118999";ortho_gram_typo
97;"p5847438p6039053_849501";wiki_formatting
98;"p5847438p6039053_1279779";ortho_gram_typo
99;"p5847438p6039053_1046153";ortho_gram_typo
