	sample_id	id_file	id_modif	label_incoherence	username	user_id	registered	format	model	id	parentid	title	minor	comment	modif	modif_remove	modif_add	timestamp	filt_bot	filt_coher	filt_confli	filt_contradic	filt_erreur	filt_erron	filt_faux	filt_frappe	filt_gramma	filt_ortho	filt_revert	filt_sens	filt_tromp	filt_typo	filt_vandalisme	filt_vraise
0	p2832612p2941309_942593	p2832612p2941309	942593	False	86.195.139.198		False	text/x-wiki	wikitext	28418816	28418691	Alles fühlt der Liebe Freuden	False		"- '''Alles fühlt des Liebe Freuden''' (littéralement ''Ce portrait est un ravissement'') est l'air chanté lors du second acte par Monostatos, le serviteur maure de Sarastro, un ténor, dans l'[[opéra (musique)|opéra]] de [[Mozart]] ''[[La Flûte enchantée]]''. 
?                                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
+ '''Alles fühlt des Liebe Freuden''' (littéralement ''Toute la création connaît les joies de l’amour'') est l'air chanté lors du second acte par Monostatos, le serviteur maure de Sarastro, un ténor, dans l'[[opéra (musique)|opéra]] de [[Mozart]] ''[[La Flûte enchantée]]''. 
?                                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
"	"'''Alles fühlt des Liebe Freuden''' (littéralement ''Ce portrait est un ravissement'') est l'air chanté lors du second acte par Monostatos, le serviteur maure de Sarastro, un ténor, dans l'[[opéra (musique)|opéra]] de [[Mozart]] ''[[La Flûte enchantée]]''. 
"	"'''Alles fühlt des Liebe Freuden''' (littéralement ''Toute la création connaît les joies de l’amour'') est l'air chanté lors du second acte par Monostatos, le serviteur maure de Sarastro, un ténor, dans l'[[opéra (musique)|opéra]] de [[Mozart]] ''[[La Flûte enchantée]]''. 
"	2008-04-07T12:04:59Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
1	p2832612p2941309_980364	p2832612p2941309	980364	False	91.179.56.245		False	text/x-wiki	wikitext	31086479	31086271	Alexandra de Luxembourg	False		"- Après avoir suivi le cycle primaire à l'école d'Angelsberg, elle fut lycéenne au lycée français de Luxembourg. Elle apprécie particulièrement les langues étrangères, les sciences, le sport et les arts. Alexandra de Luxembourg pratique la danse, le tennis, le ski, le ski nautique et la natation. Elle parle couramment le luxembourgeois, le français et l'anglais, possède d'excellentes notions d'allemand et s'intéresse à l'espagnol.
+ Après avoir suivi le cycle primaire à l'école d'Angelsberg, elle fut lycéenne au lycée français de Luxembourg. Elle apprécie particulièrement les langues étrangères, les sciences, le sport et les arts. Alexandra de Luxembourg pratique la danse, le tennis, le ski, le ski nautique et la natation. Elle parle couramment le luxembourgeois, le français et l'anglais, possède d'excellentes notions d'allemand et s'intéresse à l'espagnol. Elle vient d'intégrer la maison des secrets dans Secret Story, sur la chaine privée [[TF1]] qui est diffuser cet été
?                                                                                                                                                                                                                                                                                                                                                                                                                                                 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
"	"Après avoir suivi le cycle primaire à l'école d'Angelsberg, elle fut lycéenne au lycée français de Luxembourg. Elle apprécie particulièrement les langues étrangères, les sciences, le sport et les arts. Alexandra de Luxembourg pratique la danse, le tennis, le ski, le ski nautique et la natation. Elle parle couramment le luxembourgeois, le français et l'anglais, possède d'excellentes notions d'allemand et s'intéresse à l'espagnol.
"	"Après avoir suivi le cycle primaire à l'école d'Angelsberg, elle fut lycéenne au lycée français de Luxembourg. Elle apprécie particulièrement les langues étrangères, les sciences, le sport et les arts. Alexandra de Luxembourg pratique la danse, le tennis, le ski, le ski nautique et la natation. Elle parle couramment le luxembourgeois, le français et l'anglais, possède d'excellentes notions d'allemand et s'intéresse à l'espagnol. Elle vient d'intégrer la maison des secrets dans Secret Story, sur la chaine privée [[TF1]] qui est diffuser cet été
"	2008-06-28T08:49:10Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
2	p2832612p2941309_1134425	p2832612p2941309	1134425	False	82.240.142.87		False	text/x-wiki	wikitext	19745521	19672054	Saddam Hussein	False	/* La pendaison */	"- Le [[30 décembre]] [[2006]], l'ancien président irakien est finalement exécuté à Bagdad à 06 h 05, heure locale (03 h 05 GMT). Livré par les Américains aux autorités irakiennes, ce sont des Irakiens qui exécuteront la sentence. Saddam Hussein est mené au [[gibet]] les bras et les pieds entravés mais conserve son calme.Il demandera même d'avoir la tête découverte,ce qui fût accepté.Il acceptera un foulard pour éviter les blessure occasionnée par la corde . Quelques secondes avant son exécution, certains des officiels présents sur le lieu de l'exécution scandent : « Moqtada, Moqtada », par référence à [[Moqtada al-Sadr]], le chef de l'Armée du Mahdi, dont le père a été exécuté sur l'ordre de Saddam
+ Le [[30 décembre]] [[2006]], l'ancien président irakien est finalement exécuté à Bagdad à 06 h 05, heure locale (03 h 05 GMT). Livré par les Américains aux autorités irakiennes, ce sont des Irakiens qui exécuteront la sentence. Saddam Hussein est mené au [[gibet]] les bras et les pieds entravés mais conserve son calme.Il demandera même d'avoir la tête découverte,ce qui fût accepté.Il acceptera un foulard pour éviter les blessure occasionnée par la corde . Quelques secondes avant son exécution, certains des chiites officiels présents sur le lieu de l'exécution scandent : « Moqtada, Moqtada », par référence à [[Moqtada al-Sadr]], le chef de l'Armée du Mahdi, dont le père a été exécuté sur l'ordre de Saddam
?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ++++++++
"	"Le [[30 décembre]] [[2006]], l'ancien président irakien est finalement exécuté à Bagdad à 06 h 05, heure locale (03 h 05 GMT). Livré par les Américains aux autorités irakiennes, ce sont des Irakiens qui exécuteront la sentence. Saddam Hussein est mené au [[gibet]] les bras et les pieds entravés mais conserve son calme.Il demandera même d'avoir la tête découverte,ce qui fût accepté.Il acceptera un foulard pour éviter les blessure occasionnée par la corde . Quelques secondes avant son exécution, certains des officiels présents sur le lieu de l'exécution scandent : « Moqtada, Moqtada », par référence à [[Moqtada al-Sadr]], le chef de l'Armée du Mahdi, dont le père a été exécuté sur l'ordre de Saddam
"	"Le [[30 décembre]] [[2006]], l'ancien président irakien est finalement exécuté à Bagdad à 06 h 05, heure locale (03 h 05 GMT). Livré par les Américains aux autorités irakiennes, ce sont des Irakiens qui exécuteront la sentence. Saddam Hussein est mené au [[gibet]] les bras et les pieds entravés mais conserve son calme.Il demandera même d'avoir la tête découverte,ce qui fût accepté.Il acceptera un foulard pour éviter les blessure occasionnée par la corde . Quelques secondes avant son exécution, certains des chiites officiels présents sur le lieu de l'exécution scandent : « Moqtada, Moqtada », par référence à [[Moqtada al-Sadr]], le chef de l'Armée du Mahdi, dont le père a été exécuté sur l'ordre de Saddam
"	2007-08-16T08:43:22Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
3	p2832612p2941309_1302180	p2832612p2941309	1302180	False	Sacco	34628.0	True	text/x-wiki	wikitext	28831792	28831761	Fichier:Logo2ROCG.gif	False		"- Logo de [[ROCG|Regroupement Outaouais contre la guerre]]
?                             ^
+ Logo de [[ROCG|Regroupement outaouais contre la guerre]]
?                             ^
"	"Logo de [[ROCG|Regroupement Outaouais contre la guerre]]
"	"Logo de [[ROCG|Regroupement outaouais contre la guerre]]
"	2008-04-20T19:26:02Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
4	p2832612p2941309_1352036	p2832612p2941309	1352036	False	LycéeZolaPaul	2609867.0	True	text/x-wiki	wikitext	134461810	134461748	Cinéma germano-turc	False	/* Débuts du cinéma d'auteurs allemands */	"- Seules quelques voix s'élèvent progressivement comme la série télé ''Shirins Hochzeit'' en 1975, parce que l'auteur [[Helma Sanders-Brahms]], voix des immigrés turcs en Allemagne, a travaillé avec le scénariste Aras Ören, auteur connu. [[Rainer Werner Fassbinder]] et son film ''Angst essen Seele auf''  ( [[Tous les autres s'appellent Ali]] ), ou entre autres exemples, le drame romantique germano-turc ''Zuhaus unter Fremden'' (1979) de Peter Keglevic ([[Herbert Grönemeyer]] y joue le rôle principal et Aysun Bademsoy est metteur en scène) et le film de jeunesse de Rüderiger Nüchtern ''Nacht der Wölfe'' (1981), qui représente de façon réaliste une dispute entre 2 bandes rivales de jeunes, joué par des acteurs turcs et allemands.
?                                                                                                             ^^^^^^^                                                                                                                                                                                              -                                   -
+ Seules quelques voix s'élèvent progressivement comme la série télé ''Shirins Hochzeit'' en 1975, parce que la réalisatrice [[Helma Sanders-Brahms]], voix des immigrés turcs en Allemagne, a travaillé avec le scénariste Aras Ören, auteur connu. [[Rainer Werner Fassbinder]] et son film ''Angst essen Seele auf''  ([[Tous les autres s'appellent Ali|''Tous les autres s'appellent Ali'']]), ou entre autres exemples, le drame romantique germano-turc ''Zuhaus unter Fremden'' (1979) de Peter Keglevic ([[Herbert Grönemeyer]] y joue le rôle principal et Aysun Bademsoy est metteur en scène) et le film de jeunesse de Rüderiger Nüchtern ''Nacht der Wölfe'' (1981), qui représente de façon réaliste une dispute entre 2 bandes rivales de jeunes, joué par des acteurs turcs et allemands.
?                                                                                                             ^^^^^^^^^^^^^^                                                                                                                                                                                                                               ++++++++++++++++++++++++++++++++++++
- On note aussi une première œuvre de [[Günter Wallraff]] en 1984 s'intitulant ''Die Kümmeltürkin geht'' et son reportage ''[[Tête de turc (livre)|Ganz unten]]'' en 1986. Ce dernier a connu un succès mondial car c'est le premier reportage sur les conditions de travail des immigrés turcs. La même année est sorti le film pour enfant ''Gülibik'' qui, selon le dictionnaire du film international, est en mesure de faire comprendre au public allemand la culture de collègues turcs encore méconnue. En 1984 le thriller ''Freuer für den groβen Drachen'' (1984) est un des rares films de l'époque évoquant la xénophobie et le racisme. Dans les écoles de cinéma allemand s'inscrivent les premiers étudiants d'origine turque qui commencent à utiliser leur patrimoine culturel dans leurs travaux, comme Sema Poyraz et son film ''Zukunft der Liebe'' (1980) sur l'éveil d'un enfant d'immigré à Berlin-Kreuzberg, film qui représente le travail d'une Turque en Allemagne et qui passe pour être l'origine du cinéma turco-allemand.
?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ^
+ On note aussi une première œuvre de [[Günter Wallraff]] en 1984 s'intitulant ''Die Kümmeltürkin geht'' et son reportage ''[[Tête de turc (livre)|Ganz unten]]'' en 1986. Ce dernier a connu un succès mondial car c'est le premier reportage sur les conditions de travail des immigrés turcs. La même année est sorti le film pour enfant ''Gülibik'' qui, selon le dictionnaire du film international, est en mesure de faire comprendre au public allemand la culture de collègues turcs encore méconnue. En 1984 le [[Thriller (genre)|thriller]] ''Freuer für den groβen Drachen'' (1984) est un des rares films de l'époque évoquant la xénophobie et le racisme. Dans les écoles de cinéma allemand s'inscrivent les premiers étudiants d'origine turque qui commencent à utiliser leur patrimoine culturel dans leurs travaux, comme Sema Poyraz et son film ''Zukunft der Liebe'' (1980) sur l'éveil d'un enfant d'immigré à Berlin-Kreuzberg, film qui représente le travail d'une Turque en Allemagne et qui passe pour être l'origine du cinéma turco-allemand.
?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ^^^       +++++++++++++++++++
"	"Seules quelques voix s'élèvent progressivement comme la série télé ''Shirins Hochzeit'' en 1975, parce que l'auteur [[Helma Sanders-Brahms]], voix des immigrés turcs en Allemagne, a travaillé avec le scénariste Aras Ören, auteur connu. [[Rainer Werner Fassbinder]] et son film ''Angst essen Seele auf''  ( [[Tous les autres s'appellent Ali]] ), ou entre autres exemples, le drame romantique germano-turc ''Zuhaus unter Fremden'' (1979) de Peter Keglevic ([[Herbert Grönemeyer]] y joue le rôle principal et Aysun Bademsoy est metteur en scène) et le film de jeunesse de Rüderiger Nüchtern ''Nacht der Wölfe'' (1981), qui représente de façon réaliste une dispute entre 2 bandes rivales de jeunes, joué par des acteurs turcs et allemands.
On note aussi une première œuvre de [[Günter Wallraff]] en 1984 s'intitulant ''Die Kümmeltürkin geht'' et son reportage ''[[Tête de turc (livre)|Ganz unten]]'' en 1986. Ce dernier a connu un succès mondial car c'est le premier reportage sur les conditions de travail des immigrés turcs. La même année est sorti le film pour enfant ''Gülibik'' qui, selon le dictionnaire du film international, est en mesure de faire comprendre au public allemand la culture de collègues turcs encore méconnue. En 1984 le thriller ''Freuer für den groβen Drachen'' (1984) est un des rares films de l'époque évoquant la xénophobie et le racisme. Dans les écoles de cinéma allemand s'inscrivent les premiers étudiants d'origine turque qui commencent à utiliser leur patrimoine culturel dans leurs travaux, comme Sema Poyraz et son film ''Zukunft der Liebe'' (1980) sur l'éveil d'un enfant d'immigré à Berlin-Kreuzberg, film qui représente le travail d'une Turque en Allemagne et qui passe pour être l'origine du cinéma turco-allemand.
"	"Seules quelques voix s'élèvent progressivement comme la série télé ''Shirins Hochzeit'' en 1975, parce que la réalisatrice [[Helma Sanders-Brahms]], voix des immigrés turcs en Allemagne, a travaillé avec le scénariste Aras Ören, auteur connu. [[Rainer Werner Fassbinder]] et son film ''Angst essen Seele auf''  ([[Tous les autres s'appellent Ali|''Tous les autres s'appellent Ali'']]), ou entre autres exemples, le drame romantique germano-turc ''Zuhaus unter Fremden'' (1979) de Peter Keglevic ([[Herbert Grönemeyer]] y joue le rôle principal et Aysun Bademsoy est metteur en scène) et le film de jeunesse de Rüderiger Nüchtern ''Nacht der Wölfe'' (1981), qui représente de façon réaliste une dispute entre 2 bandes rivales de jeunes, joué par des acteurs turcs et allemands.
On note aussi une première œuvre de [[Günter Wallraff]] en 1984 s'intitulant ''Die Kümmeltürkin geht'' et son reportage ''[[Tête de turc (livre)|Ganz unten]]'' en 1986. Ce dernier a connu un succès mondial car c'est le premier reportage sur les conditions de travail des immigrés turcs. La même année est sorti le film pour enfant ''Gülibik'' qui, selon le dictionnaire du film international, est en mesure de faire comprendre au public allemand la culture de collègues turcs encore méconnue. En 1984 le [[Thriller (genre)|thriller]] ''Freuer für den groβen Drachen'' (1984) est un des rares films de l'époque évoquant la xénophobie et le racisme. Dans les écoles de cinéma allemand s'inscrivent les premiers étudiants d'origine turque qui commencent à utiliser leur patrimoine culturel dans leurs travaux, comme Sema Poyraz et son film ''Zukunft der Liebe'' (1980) sur l'éveil d'un enfant d'immigré à Berlin-Kreuzberg, film qui représente le travail d'une Turque en Allemagne et qui passe pour être l'origine du cinéma turco-allemand.
"	2017-02-11T19:49:40Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
5	p2832612p2941309_1269324	p2832612p2941309	1269324	False	81.57.8.169		False	text/x-wiki	wikitext	48348403	48337974	Lycée Rodin	False	/* Présentation */	"- Le lycée Rodin, qui accueille également un collège en son sein, peut accueillir jusqu'à {{formatnum:2000}} élèves (actuellement environ 1600). C'est un lycée d'enseignement général et à ce titre, il prépare aux séries ES, L et S. Le taux de réussite au baccalauréat se situe à 50% en 2007.
+ Le lycée Rodin, qui accueille également un collège en son sein, peut accueillir jusqu'à {{formatnum:2000}} élèves (actuellement environ 1600). C'est un lycée d'enseignement général et à ce titre, il prépare aux séries ES, L et S. Le taux de réussite au baccalauréat se situe à 50% en 2007. Ce taux passe à 85% pour l'année 2008 (source : magazine l'Etudiant - janvier 2010)
?                                                                                                                                                                                                                                                                                                  ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
"	"Le lycée Rodin, qui accueille également un collège en son sein, peut accueillir jusqu'à {{formatnum:2000}} élèves (actuellement environ 1600). C'est un lycée d'enseignement général et à ce titre, il prépare aux séries ES, L et S. Le taux de réussite au baccalauréat se situe à 50% en 2007.
"	"Le lycée Rodin, qui accueille également un collège en son sein, peut accueillir jusqu'à {{formatnum:2000}} élèves (actuellement environ 1600). C'est un lycée d'enseignement général et à ce titre, il prépare aux séries ES, L et S. Le taux de réussite au baccalauréat se situe à 50% en 2007. Ce taux passe à 85% pour l'année 2008 (source : magazine l'Etudiant - janvier 2010)
"	2010-01-01T21:44:15Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
6	p2832612p2941309_631626	p2832612p2941309	631626	False	ClovisXI	1167905.0	True	text/x-wiki	wikitext	112757518	112757257	Airbus A330 MRTT	False	/* Développement */	"- Il peut être modifié pour transporter jusqu'à 380 personnes en configuration de classe unique, ce qui permet une gamme complète ; du transport de troupes à la personnalisation adaptée pour les VIP et les missions d'hôtes. L'A330 MRTT peut être configuré pour effectuer des évacuations médicales (''Médévac'') : jusqu'à 130 civières peuvent être positionnées. En configuration de transport de fret, l'appareil peut transporter des conteneurs commerciaux standards, des palettes militaires, ainsi que de gros matériels chargés par une porte de soute. La soute a été modifiée pour être en mesure de transporter jusqu'à 8 palettes militaires.
+ Celui-ci peut être modifié pour transporter jusqu'à 380 personnes en configuration de classe unique, qui permet une gamme complète. Sa cabine peut être convertie, d'une part pour le transport de troupes, d'autre part en faveur des personnels particuliers tels les VIP et les missions d'hôtes. L'A330 MRTT peut être configuré pour effectuer des évacuations médicales (''Médévac''). Dans ce cas, jusqu'à 130 civières sont disponibles. En configuration de transport de fret, l'appareil peut transporter des conteneurs commerciaux standards, des palettes militaires ainsi que de gros matériels chargés par une porte de soute. Le constructeur modifia cette dernière en faveur de 8 palettes militaires.
"	"Il peut être modifié pour transporter jusqu'à 380 personnes en configuration de classe unique, ce qui permet une gamme complète ; du transport de troupes à la personnalisation adaptée pour les VIP et les missions d'hôtes. L'A330 MRTT peut être configuré pour effectuer des évacuations médicales (''Médévac'') : jusqu'à 130 civières peuvent être positionnées. En configuration de transport de fret, l'appareil peut transporter des conteneurs commerciaux standards, des palettes militaires, ainsi que de gros matériels chargés par une porte de soute. La soute a été modifiée pour être en mesure de transporter jusqu'à 8 palettes militaires.
"	"Celui-ci peut être modifié pour transporter jusqu'à 380 personnes en configuration de classe unique, qui permet une gamme complète. Sa cabine peut être convertie, d'une part pour le transport de troupes, d'autre part en faveur des personnels particuliers tels les VIP et les missions d'hôtes. L'A330 MRTT peut être configuré pour effectuer des évacuations médicales (''Médévac''). Dans ce cas, jusqu'à 130 civières sont disponibles. En configuration de transport de fret, l'appareil peut transporter des conteneurs commerciaux standards, des palettes militaires ainsi que de gros matériels chargés par une porte de soute. Le constructeur modifia cette dernière en faveur de 8 palettes militaires.
"	2015-03-13T22:39:21Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
7	p2832612p2941309_999023	p2832612p2941309	999023	False	Merlot	380989.0	True	text/x-wiki	wikitext	28518527	28498572	Roberta Peters	False		"- Née '''Roberta Petermann''' à [[New York]], le [[4 mai]] [[1930]], Roberta Peters débute ses études de chant à l'âge de 13 ans avec [[William Hermann]]. Après six années d'études intensives ([[solfège]], chant, répertoire, langues) Hermann la présente à l'impresario Sol Hurok, qui arrange pour elle une audition avec [[Rudolf Bing]], le directeur général du [[Metropolitan Opera]]. Il lui fait chanter le deuxième air de la ''Reine de la nuit'' de ''[[Die Zauberflöte]]'' de [[Mozart]], sept fois, l'écoutant de différents endroits du théâtre pour s'assurer de la portée de sa voix. Elle repart avec un contrat en poche pour un début prévu en février [[1951]].
?                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
+ Née '''Roberta Petermann''', elle débute ses études de chant à l'âge de 13 ans avec [[William Hermann]]. Après six années d'études intensives ([[solfège]], chant, répertoire, langues) Hermann la présente à l'impresario Sol Hurok, qui arrange pour elle une audition avec [[Rudolf Bing]], le directeur général du [[Metropolitan Opera]]. Il lui fait chanter le deuxième air de la ''Reine de la nuit'' de ''[[Die Zauberflöte]]'' de [[Mozart]], sept fois, l'écoutant de différents endroits du théâtre pour s'assurer de la portée de sa voix. Elle repart avec un contrat en poche pour un début prévu en février [[1951]].
?                            ^^^^^^
"	"Née '''Roberta Petermann''' à [[New York]], le [[4 mai]] [[1930]], Roberta Peters débute ses études de chant à l'âge de 13 ans avec [[William Hermann]]. Après six années d'études intensives ([[solfège]], chant, répertoire, langues) Hermann la présente à l'impresario Sol Hurok, qui arrange pour elle une audition avec [[Rudolf Bing]], le directeur général du [[Metropolitan Opera]]. Il lui fait chanter le deuxième air de la ''Reine de la nuit'' de ''[[Die Zauberflöte]]'' de [[Mozart]], sept fois, l'écoutant de différents endroits du théâtre pour s'assurer de la portée de sa voix. Elle repart avec un contrat en poche pour un début prévu en février [[1951]].
"	"Née '''Roberta Petermann''', elle débute ses études de chant à l'âge de 13 ans avec [[William Hermann]]. Après six années d'études intensives ([[solfège]], chant, répertoire, langues) Hermann la présente à l'impresario Sol Hurok, qui arrange pour elle une audition avec [[Rudolf Bing]], le directeur général du [[Metropolitan Opera]]. Il lui fait chanter le deuxième air de la ''Reine de la nuit'' de ''[[Die Zauberflöte]]'' de [[Mozart]], sept fois, l'écoutant de différents endroits du théâtre pour s'assurer de la portée de sa voix. Elle repart avec un contrat en poche pour un début prévu en février [[1951]].
"	2008-04-10T14:39:38Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
8	p2832612p2941309_149493	p2832612p2941309	149493	False	86.207.172.201		False	text/x-wiki	wikitext	42877660	42877626	Saint-Avit-Sénieur	False	/* Personnalités liées à la commune */	"- prit sa retraite en dordogne à saint avit ou il etait proprietaire apres avoir démissionné de sa charge de recteur suite à une violente opposition avec Georges Pompidou sur la réforme des collèges
+ prit sa retraite en dordogne à saint avit ou il etait proprietaire apres avoir démissionné de sa charge de recteur suite à une violente opposition avec Georges Pompidou sur la réforme des collèges il fu aussi député de la Dordogne
?                                                                                                                                                                                                     ++++++++++++++++++++++++++++++++++
-  député de la Dordogne
+  
+  
+ source : appy.ecole.free.fr
"	"prit sa retraite en dordogne à saint avit ou il etait proprietaire apres avoir démissionné de sa charge de recteur suite à une violente opposition avec Georges Pompidou sur la réforme des collèges
 député de la Dordogne
"	"prit sa retraite en dordogne à saint avit ou il etait proprietaire apres avoir démissionné de sa charge de recteur suite à une violente opposition avec Georges Pompidou sur la réforme des collèges il fu aussi député de la Dordogne
 
 
source : appy.ecole.free.fr
"	2009-07-11T12:01:41Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
9	p2832612p2941309_1356605	p2832612p2941309	1356605	False	ArsenePlus	224308.0	True	text/x-wiki	wikitext	75558302	75464486	Piraterie autour de la Corne de l'Afrique	False	 est suivi de l'indicatif	"- Le {{date|18|mars|2006}}, dans le cadre de l'opération Enduring Freedom, le ''[[USS Cape St. George]]'', un croiseur de [[classe Ticonderoga]] et le ''[[USS Gonzalez]]'', un destroyer de [[classe Arleigh Burke]] interceptent trois navires pirates et les détruisent après qu'ils aient ouvert le feu.
?                                                                                                                                                                                                                                                                                       ^^^
+ Le {{date|18|mars|2006}}, dans le cadre de l'opération Enduring Freedom, le ''[[USS Cape St. George]]'', un croiseur de [[classe Ticonderoga]] et le ''[[USS Gonzalez]]'', un destroyer de [[classe Arleigh Burke]] interceptent trois navires pirates et les détruisent après qu'ils ont ouvert le feu.
?                                                                                                                                                                                                                                                                                       ^
"	"Le {{date|18|mars|2006}}, dans le cadre de l'opération Enduring Freedom, le ''[[USS Cape St. George]]'', un croiseur de [[classe Ticonderoga]] et le ''[[USS Gonzalez]]'', un destroyer de [[classe Arleigh Burke]] interceptent trois navires pirates et les détruisent après qu'ils aient ouvert le feu.
"	"Le {{date|18|mars|2006}}, dans le cadre de l'opération Enduring Freedom, le ''[[USS Cape St. George]]'', un croiseur de [[classe Ticonderoga]] et le ''[[USS Gonzalez]]'', un destroyer de [[classe Arleigh Burke]] interceptent trois navires pirates et les détruisent après qu'ils ont ouvert le feu.
"	2012-02-13T10:11:29Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
