0;"p389956p412301_683429";wiki_formatting
1;"p389956p412301_328022";ortho_gram_typo, content_add, semant_simil
2;"p389956p412301_778714";nbr_wr
3;"p389956p412301_476486";wiki_formatting, content_add
4;"p389956p412301_359550";semant_diff
5;"p389956p412301_524354";nbr_wr
6;"p389956p412301_945369";content_add
7;"p389956p412301_1102322";content_add
8;"p389956p412301_957389";content_add
9;"p389956p412301_769127";content_add
10;"p389956p412301_39835";content_add
11;"p389956p412301_128965";content_add
12;"p389956p412301_869310";ortho_gram_typo, reordering
13;"p389956p412301_71917";content_add
14;"p389956p412301_472185";reordering, content_remove, content_add
15;"p389956p412301_763551";ortho_gram_typo
16;"p389956p412301_1097000";content_add
17;"p389956p412301_579427";wiki_formatting, content_add
18;"p389956p412301_58725";ortho_gram_typo
19;"p389956p412301_267854";content_add
20;"p412304p449997_425878";ortho_gram_typo
21;"p412304p449997_1464019";content_add
22;"p412304p449997_1328130";wiki_formatting
23;"p412304p449997_1189707";ortho_gram_typo, wiki_formatting
24;"p412304p449997_431325";ortho_gram_typo, reordering
25;"p412304p449997_49571";content_add
26;"p412304p449997_75735";wiki_formatting, content_add
27;"p412304p449997_800813";content_add
28;"p412304p449997_535629";wiki_formatting
29;"p412304p449997_551658";content_add
30;"p412304p449997_36719";wiki_formatting
31;"p412304p449997_209040";wiki_formatting
32;"p412304p449997_806340";nbr_wr
33;"p412304p449997_606325";ortho_gram_typo
34;"p412304p449997_339618";wiki_formatting
35;"p412304p449997_869093";revert_vandal
36;"p412304p449997_1209897";content_add
37;"p412304p449997_1427471";content_add
38;"p412304p449997_1304815";semant_diff
39;"p412304p449997_1190872";semant_simil
40;"p449998p485915_1078958";content_add, semant_diff
41;"p449998p485915_1299750";nbr_wr
42;"p449998p485915_1052563";ortho_gram_typo
43;"p449998p485915_1445065";ortho_gram_typo
44;"p449998p485915_366262";vandal
45;"p449998p485915_48744";content_add, semant_simil
46;"p449998p485915_1159780";content_add, semant_simil
47;"p449998p485915_88622";ortho_gram_typo, content_add
48;"p449998p485915_243469";ortho_gram_typo, wiki_formatting
49;"p449998p485915_1075149";ortho_gram_typo, semant_diff
50;"p449998p485915_463324";vandal
51;"p449998p485915_404988";wiki_formatting
52;"p449998p485915_1252106";content_add
53;"p449998p485915_1383292";wiki_formatting
54;"p449998p485915_1332427";ortho_gram_typo, wiki_formatting
55;"p449998p485915_1103410";wiki_formatting
56;"p449998p485915_297205";wiki_formatting, content_add
57;"p449998p485915_796881";semant_diff
58;"p449998p485915_521048";semant_diff
59;"p449998p485915_285950";wiki_formatting
60;"p485916p527163_1035117";content_add, semant_simil
61;"p485916p527163_1155828";ortho_gram_typo
62;"p485916p527163_1060544";wiki_formatting
63;"p485916p527163_1249726";ortho_gram_typo
64;"p485916p527163_201815";content_add
65;"p485916p527163_1484208";content_add
66;"p485916p527163_515854";wiki_formatting
67;"p485916p527163_308728";wiki_formatting
68;"p485916p527163_820106";other
69;"p485916p527163_1483391";ortho_gram_typo
70;"p485916p527163_140323";ortho_gram_typo
71;"p485916p527163_1069589";semant_diff
72;"p485916p527163_542918";wiki_formatting
73;"p485916p527163_423205";wiki_formatting
74;"p485916p527163_673293";wiki_formatting, content_add
75;"p485916p527163_1162655";wiki_formatting, semant_simil
76;"p485916p527163_430839";wiki_formatting
77;"p485916p527163_810365";content_add, semant_simil
78;"p485916p527163_359554";ortho_gram_typo
79;"p485916p527163_232986";wiki_formatting, semant_simil
80;"p527164p564312_533346";vandal
81;"p527164p564312_1404143";content_remove
82;"p527164p564312_881497";ortho_gram_typo
83;"p527164p564312_1427874";wiki_formatting
84;"p527164p564312_677330";ortho_gram_typo
85;"p527164p564312_537232";wiki_formatting
86;"p527164p564312_438131";content_add
87;"p527164p564312_538448";wiki_formatting
88;"p527164p564312_1437671";wiki_formatting
89;"p527164p564312_847624";content_add
90;"p527164p564312_478840";reordering, content_remove, content_add, semant_simil
91;"p527164p564312_1181054";vandal
92;"p527164p564312_488207";semant_simil
93;"p527164p564312_58615";ortho_gram_typo, content_add
94;"p527164p564312_209999";wiki_formatting
95;"p527164p564312_1489439";ortho_gram_typo, semant_simil
96;"p527164p564312_1260056";ortho_gram_typo, wiki_formatting, reordering
97;"p527164p564312_132612";content_add
98;"p527164p564312_1363417";nbr_wr
99;"p527164p564312_1306694";wiki_formatting
