	id_file	id_modif	label_incoherence	username	user_id	registered	format	model	id	parentid	title	minor	comment	modif	modif_remove	modif_add	timestamp	filt_bot	filt_coher	filt_confli	filt_contradic	filt_erreur	filt_erron	filt_faux	filt_frappe	filt_gramma	filt_ortho	filt_revert	filt_sens	filt_tromp	filt_typo	filt_vandalisme	filt_vraise	sample_id
0	p1454700p1557686	158364	False	193.48.189.201		False	text/x-wiki	wikitext	57846751	57846721	David Pajo	False	/* Biographie */	"- Courant 2010, Dave Pajo rejoint le groupe [[Interpol_(groupe)|Interpol]] dans lequel il tient le rôle de bassiste, suite au départ de [[Carlos Dengler]], bassiste originel du groupe.
+ Courant 2010, Dave Pajo rejoint le groupe [[Interpol_(groupe)|Interpol]] pour la tournée de son album éponyme, dans lequel il tient le rôle de bassiste suite au départ de [[Carlos Dengler]], bassiste originel du groupe.
"	"Courant 2010, Dave Pajo rejoint le groupe [[Interpol_(groupe)|Interpol]] dans lequel il tient le rôle de bassiste, suite au départ de [[Carlos Dengler]], bassiste originel du groupe.
"	"Courant 2010, Dave Pajo rejoint le groupe [[Interpol_(groupe)|Interpol]] pour la tournée de son album éponyme, dans lequel il tient le rôle de bassiste suite au départ de [[Carlos Dengler]], bassiste originel du groupe.
"	2010-10-07T14:41:16Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_158364
1	p1454700p1557686	166131	False	Fmkiss	427003.0	True	text/x-wiki	wikitext	32638459	32638417	Stargate Universe	False		"- Après l'annulation de la 6eme saison de [[Stargate Atlantis]] , Stargate universe devrait être tourné en 2009 selon les producteurs
?                                                                                                                      ^ ^^^ ^^^^^^^^
+ Après l'annulation de la 6eme saison de [[Stargate Atlantis]] , Stargate universe devrait être tourné en 2009 si [[Sci-fi]] donnent le feu vert pour la retransmition à la télévision.
?                                                                                                                +++++++++++++++++ +++ ++++++++++++++++++++++++++++++   ++ ^^^^^^^^ ^ ^^
"	"Après l'annulation de la 6eme saison de [[Stargate Atlantis]] , Stargate universe devrait être tourné en 2009 selon les producteurs
"	"Après l'annulation de la 6eme saison de [[Stargate Atlantis]] , Stargate universe devrait être tourné en 2009 si [[Sci-fi]] donnent le feu vert pour la retransmition à la télévision.
"	2008-08-22T00:40:29Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_166131
2	p1454700p1557686	363569	False	Abracadabra	516425.0	True	text/x-wiki	wikitext	42185302	37918225	Chat de gouttière	False		"- Un '''chat de gouttière''', aussi appelé '''Chat de maison''' est un [[chat]] qui n’a pas de [[Race (chat)|race]] précise certifiée et peut être un croisement. Par opposition au terme '''chat de race''' qui désigne un chat dont la race et l'absence de croisement est certifiée. Le certificat d'appartenance à une race s'appelle un [[pedigree]].
?                                                                                                                                                                                                                                                                        ^^          ^
+ Un '''chat de gouttière''', aussi appelé '''Chat de maison''' est un [[chat]] qui n’a pas de [[Race (chat)|race]] précise certifiée et peut être un croisement. Par opposition au terme '''chat de race''' qui désigne un chat dont la race et l'absence de croisement sont certifiés. Le certificat d'appartenance à une race s'appelle un [[pedigree]].
?                                                                                                                                                                                                                                                                        ^^^          ^
"	"Un '''chat de gouttière''', aussi appelé '''Chat de maison''' est un [[chat]] qui n’a pas de [[Race (chat)|race]] précise certifiée et peut être un croisement. Par opposition au terme '''chat de race''' qui désigne un chat dont la race et l'absence de croisement est certifiée. Le certificat d'appartenance à une race s'appelle un [[pedigree]].
"	"Un '''chat de gouttière''', aussi appelé '''Chat de maison''' est un [[chat]] qui n’a pas de [[Race (chat)|race]] précise certifiée et peut être un croisement. Par opposition au terme '''chat de race''' qui désigne un chat dont la race et l'absence de croisement sont certifiés. Le certificat d'appartenance à une race s'appelle un [[pedigree]].
"	2009-06-20T16:01:10Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_363569
3	p1454700p1557686	81172	False	81.53.134.39		False	text/x-wiki	wikitext	21721892	15732061	Léocadia	False		"- '''''Léocadia''''' est une [[pièce de théâtre]] de [[Jean Anouilh]] représentée à [[Paris]] le [[5 novembre]] [[1940 au théâtre|1940]] au [[Théâtre de la Michodière]] avec, dans les rôles principaux, [[Yvonne Printemps]] et [[Pierre Fresnay]].
+ '''''Léocadia''''' est une [[pièce de théâtre]] de [[Jean Anouilh]] représentée à [[Paris]] le [[5 novembre]] [[1940 au théâtre|1940]] au [[Théâtre de la Michodière]] avec, dans les rôles principaux, [[Yvonne Printemps]] et [[Pierre Fresnay]].Elle renvoie à la (mythologie grecque.
?                                                                                                                                                                                                                                                    ++++++++++++++++++++++++++++++++++++++
"	"'''''Léocadia''''' est une [[pièce de théâtre]] de [[Jean Anouilh]] représentée à [[Paris]] le [[5 novembre]] [[1940 au théâtre|1940]] au [[Théâtre de la Michodière]] avec, dans les rôles principaux, [[Yvonne Printemps]] et [[Pierre Fresnay]].
"	"'''''Léocadia''''' est une [[pièce de théâtre]] de [[Jean Anouilh]] représentée à [[Paris]] le [[5 novembre]] [[1940 au théâtre|1940]] au [[Théâtre de la Michodière]] avec, dans les rôles principaux, [[Yvonne Printemps]] et [[Pierre Fresnay]].Elle renvoie à la (mythologie grecque.
"	2007-10-13T15:08:05Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_81172
4	p1454700p1557686	129795	False	74.57.241.91		False	text/x-wiki	wikitext	20797532	20797445	Freightliner LLC	False		"- Et confia la gestion de la compagnie [[canadienne]] à Freightliner.
+ Et confia la gestion de la compagnie [[canadienne]] à Freightliner. Et la même année, Daimler-benz pris le contrôle de #REDIRECT [[Detroit Diesel Corporation]].
"	"Et confia la gestion de la compagnie [[canadienne]] à Freightliner.
"	"Et confia la gestion de la compagnie [[canadienne]] à Freightliner. Et la même année, Daimler-benz pris le contrôle de #REDIRECT [[Detroit Diesel Corporation]].
"	2007-09-17T07:12:50Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_129795
5	p1454700p1557686	1188071	False	Fra Kaz	824072.0	True	text/x-wiki	wikitext	58001069	55916013	Bobby Unser	False		"- Bobby Unser débute sa carrière dans des épreuves de [[stock car]] près d'[[Albuquerque]]. Il devient champion du [[Nouveau-Mexique]] en [[1949]] puis en [[1951]] alors qu'il est encore adolescent. Au milieu des [[années 1950]], il brille dans la fameuse course côte de [[Pikes Peak]], qu'il remporte à de multiples reprises.
+ Bobby Unser débute sa carrière dans des épreuves de [[stock car]] près d'[[Albuquerque]]. Il devient champion du [[Nouveau-Mexique]] en [[1949]] puis en [[1951]] alors qu'il est encore adolescent. Au milieu des [[années 1950]], il brille dans la fameuse course côte de [[Pikes Peak International Hill Climb|Pikes Peak]], qu'il remporte à de multiples reprises.
?                                                                                                                                                                                                                                                                                          ++++++++++++++++++++++++++++++++++++
"	"Bobby Unser débute sa carrière dans des épreuves de [[stock car]] près d'[[Albuquerque]]. Il devient champion du [[Nouveau-Mexique]] en [[1949]] puis en [[1951]] alors qu'il est encore adolescent. Au milieu des [[années 1950]], il brille dans la fameuse course côte de [[Pikes Peak]], qu'il remporte à de multiples reprises.
"	"Bobby Unser débute sa carrière dans des épreuves de [[stock car]] près d'[[Albuquerque]]. Il devient champion du [[Nouveau-Mexique]] en [[1949]] puis en [[1951]] alors qu'il est encore adolescent. Au milieu des [[années 1950]], il brille dans la fameuse course côte de [[Pikes Peak International Hill Climb|Pikes Peak]], qu'il remporte à de multiples reprises.
"	2010-10-12T03:08:56Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_1188071
6	p1454700p1557686	435420	False	82.231.48.130		False	text/x-wiki	wikitext	35530314	34500830	Prešov	False	/* Histoire */	"- Dans les années de la évolution de 1848-1849, Prešov tomba à plusieurs reprises alternativement entre les mains des révolutionnaires et de l'armée impériale. En mars 1849 vinrent à Prešov avec les volontaires slovaques, les défenseurs de l'identité slovaque, [[Ludovit Stur]] et [[Jozef Miloslav Hurban]]. En 1870 fut construit le chemin de fer Kosice - Prešov, mais même la réalisation des autres lignes Prešov - Plavec (1873) et Prešov - [[Bardejov]] (1893) ne put rendre l'essor économique de la ville plus intense.
+ Dans les années de la révolution de 1848-1849, Prešov tomba à plusieurs reprises alternativement entre les mains des révolutionnaires et de l'armée impériale. En mars 1849 vinrent à Prešov avec les volontaires slovaques, les défenseurs de l'identité slovaque, [[Ludovit Stur]] et [[Jozef Miloslav Hurban]]. En 1870 fut construit le chemin de fer Kosice - Prešov, mais même la réalisation des autres lignes Prešov - Plavec (1873) et Prešov - [[Bardejov]] (1893) ne put rendre l'essor économique de la ville plus intense.
?                       +
"	"Dans les années de la évolution de 1848-1849, Prešov tomba à plusieurs reprises alternativement entre les mains des révolutionnaires et de l'armée impériale. En mars 1849 vinrent à Prešov avec les volontaires slovaques, les défenseurs de l'identité slovaque, [[Ludovit Stur]] et [[Jozef Miloslav Hurban]]. En 1870 fut construit le chemin de fer Kosice - Prešov, mais même la réalisation des autres lignes Prešov - Plavec (1873) et Prešov - [[Bardejov]] (1893) ne put rendre l'essor économique de la ville plus intense.
"	"Dans les années de la révolution de 1848-1849, Prešov tomba à plusieurs reprises alternativement entre les mains des révolutionnaires et de l'armée impériale. En mars 1849 vinrent à Prešov avec les volontaires slovaques, les défenseurs de l'identité slovaque, [[Ludovit Stur]] et [[Jozef Miloslav Hurban]]. En 1870 fut construit le chemin de fer Kosice - Prešov, mais même la réalisation des autres lignes Prešov - Plavec (1873) et Prešov - [[Bardejov]] (1893) ne put rendre l'essor économique de la ville plus intense.
"	2008-11-23T17:09:17Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_435420
7	p1454700p1557686	33823	False	The-Miz15	1195202.0	True	text/x-wiki	wikitext	74581357	74540938	Michael Mizanin	False	/* Retour en solo (2011-...) */	"- Lors du Raw du 26 décembre, son ancien partenaire [[R-Truth]] fait son retour et l'agresse. Lors du Raw du 2 janvier il est à nouveau attaqué par R-Truth durant son match face à Sheamus.
+ Lors du Raw du 26 décembre, son ancien partenaire [[R-Truth]] fait son retour et l'agresse. Lors du Raw du 2 janvier il est à nouveau attaqué par R-Truth durant son match face à Sheamus. La semaine suivante, il perd une battle royal comprenant Sheamus et R-Truth au profit de celui-ci
?                                                                                                                                                                                           ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
"	"Lors du Raw du 26 décembre, son ancien partenaire [[R-Truth]] fait son retour et l'agresse. Lors du Raw du 2 janvier il est à nouveau attaqué par R-Truth durant son match face à Sheamus.
"	"Lors du Raw du 26 décembre, son ancien partenaire [[R-Truth]] fait son retour et l'agresse. Lors du Raw du 2 janvier il est à nouveau attaqué par R-Truth durant son match face à Sheamus. La semaine suivante, il perd une battle royal comprenant Sheamus et R-Truth au profit de celui-ci
"	2012-01-20T22:08:11Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_33823
8	p1454700p1557686	218241	False	Mel22	246686.0	True	text/x-wiki	wikitext	23443614	23389098	Femmes architectes	False	/* Les pionnières */	"- Ensuite, ce sont les pionnières – [[Eileen Gray]], [[Edith Girard]], [[Odile Decq]] - qui viennent instantanément à l'esprit. Ce sont-elles qui ont dû défricher le terrain. L'enjeu est le pouvoir.
+ Ensuite, ce sont les pionnières – [[Eileen Gray]], [[Renée Gailhoustet]], [[Edith Girard]], [[Odile Decq]] - qui viennent instantanément à l'esprit. Ce sont-elles qui ont dû défricher le terrain. L'enjeu est le pouvoir.
?                                                +++++++++++++++++++++++
"	"Ensuite, ce sont les pionnières – [[Eileen Gray]], [[Edith Girard]], [[Odile Decq]] - qui viennent instantanément à l'esprit. Ce sont-elles qui ont dû défricher le terrain. L'enjeu est le pouvoir.
"	"Ensuite, ce sont les pionnières – [[Eileen Gray]], [[Renée Gailhoustet]], [[Edith Girard]], [[Odile Decq]] - qui viennent instantanément à l'esprit. Ce sont-elles qui ont dû défricher le terrain. L'enjeu est le pouvoir.
"	2007-11-26T22:22:59Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_218241
9	p1454700p1557686	965840	False	80.13.231.172		False	text/x-wiki	wikitext	121317663	120977432	René Cassin	False		"- '''René''' Samuel '''Cassin''', né le {{date de naissance|5|octobre|1887}} à [[Bayonne]] (France), mort le {{date de décès|20|février|1976}} à [[Paris]] (France), était un [[juriste]], [[diplomatie|diplomate]] et [[Personnalité politique|homme politique]] [[France|français]]. Membre du gouvernement de la [[France libre]] pendant la [[seconde Guerre mondiale]], un des auteurs de la [[déclaration universelle des droits de l'homme]] en [[1948]], [[Liste des vice-présidents du Conseil d'État|vice-président du Conseil d’État]] de [[1944]] à [[1959]], président de la [[Cour européenne des droits de l'homme]] de [[1965]] à [[1968]], il reçut le [[prix Nobel de la paix]] en [[1968]], et aussi le [[prix des droits de l'homme des Nations unies]] la même année.
+ '''coucou les amisRené''' Samuel '''Cassin''', né le {{date de naissance|5|octobre|1887}} à [[Bayonne]] (France), mort le {{date de décès|20|février|1976}} à [[Paris]] (France), était un [[juriste]], [[diplomatie|diplomate]] et [[Personnalité politique|homme politique]] [[France|français]]. Membre du gouvernement de la [[France libre]] pendant la [[seconde Guerre mondiale]], un des auteurs de la [[déclaration universelle des droits de l'homme]] en [[1948]], [[Liste des vice-présidents du Conseil d'État|vice-président du Conseil d’État]] de [[1944]] à [[1959]], président de la [[Cour européenne des droits de l'homme]] de [[1965]] à [[1968]], il reçut le [[prix Nobel de la paix]] en [[1968]], et aussi le [[prix des droits de l'homme des Nations unies]] la même année.
?    +++++++++++++++
"	"'''René''' Samuel '''Cassin''', né le {{date de naissance|5|octobre|1887}} à [[Bayonne]] (France), mort le {{date de décès|20|février|1976}} à [[Paris]] (France), était un [[juriste]], [[diplomatie|diplomate]] et [[Personnalité politique|homme politique]] [[France|français]]. Membre du gouvernement de la [[France libre]] pendant la [[seconde Guerre mondiale]], un des auteurs de la [[déclaration universelle des droits de l'homme]] en [[1948]], [[Liste des vice-présidents du Conseil d'État|vice-président du Conseil d’État]] de [[1944]] à [[1959]], président de la [[Cour européenne des droits de l'homme]] de [[1965]] à [[1968]], il reçut le [[prix Nobel de la paix]] en [[1968]], et aussi le [[prix des droits de l'homme des Nations unies]] la même année.
"	"'''coucou les amisRené''' Samuel '''Cassin''', né le {{date de naissance|5|octobre|1887}} à [[Bayonne]] (France), mort le {{date de décès|20|février|1976}} à [[Paris]] (France), était un [[juriste]], [[diplomatie|diplomate]] et [[Personnalité politique|homme politique]] [[France|français]]. Membre du gouvernement de la [[France libre]] pendant la [[seconde Guerre mondiale]], un des auteurs de la [[déclaration universelle des droits de l'homme]] en [[1948]], [[Liste des vice-présidents du Conseil d'État|vice-président du Conseil d’État]] de [[1944]] à [[1959]], président de la [[Cour européenne des droits de l'homme]] de [[1965]] à [[1968]], il reçut le [[prix Nobel de la paix]] en [[1968]], et aussi le [[prix des droits de l'homme des Nations unies]] la même année.
"	2015-12-14T10:44:41Z	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	p1454700p1557686_965840
